Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date,temperature_2m,temperature_min,temperature_max,precipitation,humidity,pressure,wind_speed,cloud_cover,gdd_daily,gdd_cumulative
2023-10-21,18,0.08142225908278061,0.07142225908278062,0.11622225908278061,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,12.6,10.6,16.8,7.8,80,999.0,13.4,52,13.7,247.34999999999997
2023-10-22,19,0.08444881180672718,0.07444881180672719,0.11924881180672718,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,10.8,7.7,14.7,0.0,77,1010.9,10.9,46,11.2,258.54999999999995
2023-10-23,20,0.087478642375504,0.077478642375504,0.122278642375504,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,9.9,4.7,15.3,0.0,80,1013.3,8.6,71,10.0,268.54999999999995
2023-10-24,21,0.09051181130088971,0.08051181130088972,0.1253118113008897,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,10.8,9.2,13.4,7.7,93,1006.4,7.6,100,11.3,279.84999999999997
2023-10-25,22,0.09354838009568815,0.08354838009568816,0.12834838009568816,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,10.9,8.1,14.9,1.6,87,1002.3,13.6,85,11.5,291.34999999999997
2023-10-26,23,0.09658841128559428,0.08658841128559429,0.13138841128559428,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,11.0,9.8,12.5,3.2,86,998.0,15.3,98,11.15,302.49999999999994
2023-10-27,24,0.09963196842099853,0.08963196842099853,0.13443196842099853,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,9.6,7.5,11.4,8.7,90,996.8,13.4,78,9.45,311.94999999999993
2023-10-28,25,0.1026791160887184,0.0678791160887184,0.13747911608871838,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,10.1,7.3,13.3,1.5,77,1003.6,15.9,87,10.3,322.24999999999994
2023-10-29,26,0.10572991992364539,0.07092991992364539,0.14052991992364539,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,12.1,8.9,16.1,0.0,68,1003.5,13.7,99,12.5,334.74999999999994
2023-10-30,27,0.1087844466202951,0.0739844466202951,0.1435844466202951,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,12.3,8.5,17.0,2.2,84,1003.8,9.1,90,12.75,347.49999999999994
2023-10-31,28,0.11184276394424753,0.07704276394424753,0.14664276394424752,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,9.7,8.5,11.7,4.4,85,1005.3,19.2,94,10.1,357.59999999999997
2023-11-01,29,0.11490494074346443,0.08010494074346443,0.1497049407434644,0.0,0.0,0.0,0.0,0.0,0.0,Tillering,2023-10-03,2024-07-30,10.5,7.4,14.5,0.5,79,1008.7,12.5,87,10.95,368.54999999999995
2023-11-02,30,0.11797104695946936,0.08317104695946936,0.15277104695946936,0.0,0.0,0.0039586385135276635,0.0,0.0,0.39586385135276636,Tillering,2023-10-03,2024-07-30,7.9,5.8,10.2,4.3,83,994.7,14.3,85,8.0,376.54999999999995
2023-11-03,31,0.12104115363837652,0.08624115363837652,0.15584115363837653,0.0,0.0,0.008344505197680763,0.0,0.0,0.8344505197680763,Tillering,2023-10-03,2024-07-30,5.7,3.8,7.6,0.8,88,991.0,12.8,99,5.699999999999999,382.24999999999994
2023-11-04,32,0.12411533294175223,0.08931533294175223,0.15891533294175222,0.0,0.0,0.0127361899167889,0.0,0.0,1.27361899167889,Tillering,2023-10-03,2024-07-30,5.9,3.0,9.7,1.9,81,991.6,16.1,75,6.35,388.59999999999997
2023-11-05,33,0.12719365815729466,0.09239365815729467,0.16199365815729466,0.0,0.0,0.017133797367563812,0.0,0.0,1.7133797367563812,Tillering,2023-10-03,2024-07-30,8.4,6.6,11.1,5.2,79,986.8,23.9,84,8.85,397.45
2023-11-06,34,0.13027620370931392,0.09547620370931392,0.16507620370931392,0.0,0.0,0.021537433870448465,0.0,0.0,2.1537433870448464,Tillering,2023-10-03,2024-07-30,8.6,7.0,11.4,0.0,77,1006.9,19.4,62,9.2,406.65
2023-11-07,35,0.13336304516899677,0.09856304516899678,0.16816304516899677,0.0,0.0,0.025947207384281114,0.0,0.0,2.5947207384281112,Tillering,2023-10-03,2024-07-30,6.5,4.0,9.9,0.7,82,1015.3,14.9,31,6.95,413.59999999999997
2023-11-08,36,0.13645425926443727,0.10165425926443727,0.17125425926443727,0.0,0.0,0.030363227520624682,0.0,0.0,3.036322752062468,Tillering,2023-10-03,2024-07-30,6.1,4.3,9.8,0.0,79,1018.5,16.1,67,7.050000000000001,420.65
2023-11-09,37,0.13954992389041568,0.10474992389041568,0.17434992389041568,0.0,0.0,0.03478560555773669,0.0,0.0,3.4785605557736687,Tillering,2023-10-03,2024-07-30,6.2,3.4,8.9,3.1,80,1010.5,15.4,86,6.15,426.79999999999995
2023-11-10,38,0.142650118117906,0.10785011811790601,0.177450118117906,0.0,0.0,0.03921445445415145,0.0,0.0,3.921445445415145,Tillering,2023-10-03,2024-07-30,6.2,3.3,8.8,2.2,82,1004.4,15.8,63,6.050000000000001,432.84999999999997
2023-11-11,39,0.14575693741956136,0.11095693741956136,0.18055693741956136,0.0,0.0,0.04365276774223052,0.0,0.0,4.3652767742230525,Tillering,2023-10-03,2024-07-30,4.2,2.7,6.0,4.8,85,1006.1,20.3,68,4.35,437.2
2023-11-12,40,0.1488896055281975,0.1140896055281975,0.1836896055281975,0.0,0.0,0.048128007897424996,0.0,0.0,4.8128007897425,Tillering,2023-10-03,2024-07-30,3.6,-1.5,7.8,1.0,86,1010.2,9.0,79,3.15,440.34999999999997
2023-11-13,41,0.15217483775957544,0.11737483775957544,0.18697483775957544,0.0031069110851077763,0.0,0.05282119679939349,0.31069110851077764,0.0,5.282119679939349,Tillering,2023-10-03,2024-07-30,8.6,3.4,13.2,16.2,92,1009.5,17.6,100,8.299999999999999,448.65
2023-11-14,42,0.15610198538446354,0.12130198538446355,0.19090198538446354,0.008717121977805069,0.0,0.058431407692090785,0.8717121977805069,0.0,5.843140769209079,Tillering,2023-10-03,2024-07-30,9.8,7.5,12.6,5.9,78,1009.6,23.3,94,10.05,458.7
2023-11-15,43,0.16167018956036128,0.12687018956036128,0.19647018956036127,0.016671699371944692,0.0,0.0663859850862304,1.6671699371944693,0.0,6.638598508623041,Tillering,2023-10-03,2024-07-30,7.8,6.3,9.4,3.3,87,1015.9,24.9,77,7.85,466.55
2023-11-16,44,0.16952155234653576,0.13472155234653577,0.20432155234653576,0.02788793192362253,0.0,0.07760221763790824,2.788793192362253,0.0,7.760221763790824,Tillering,2023-10-03,2024-07-30,6.5,5.3,8.2,9.8,89,1015.7,11.3,96,6.75,473.3
2023-11-17,45,0.17845335016512703,0.14365335016512704,0.21325335016512703,0.04064764309303863,0.0,0.09036192880732434,4.064764309303863,0.0,9.036192880732434,Tillering,2023-10-03,2024-07-30,4.8,4.0,7.0,7.9,89,1018.1,13.1,99,5.5,478.8
2023-11-18,46,0.18604117847650908,0.15124117847650909,0.22084117847650908,0.05148739782358441,0.0017731121092987025,0.10120168353787012,5.148739782358441,0.17731121092987026,10.120168353787012,Tillering,2023-10-03,2024-07-30,4.7,2.6,6.9,4.2,88,1025.6,9.6,98,4.75,483.55
2023-11-19,47,0.19117157962652323,0.15637157962652323,0.22597157962652323,0.05881654232360463,0.009102256609318913,0.10853082803789034,5.881654232360463,0.9102256609318913,10.853082803789034,Tillering,2023-10-03,2024-07-30,9.1,4.9,11.9,10.8,89,1015.1,20.2,74,8.4,491.95
2023-11-20,48,0.1945875180865396,0.1597875180865396,0.2293875180865396,0.0636964544093423,0.013982168695056578,0.113410740123628,6.36964544093423,1.3982168695056578,11.341074012362801,Tillering,2023-10-03,2024-07-30,7.9,5.6,9.7,1.7,86,1013.7,19.3,83,7.6499999999999995,499.59999999999997
2023-11-21,49,0.1973461189120459,0.1625461189120459,0.2321461189120459,0.06763731273149415,0.017923027017208437,0.11735159844577987,6.763731273149415,1.7923027017208437,11.735159844577987,Stem Elongation,2023-10-03,2024-07-30,6.3,4.7,7.5,5.3,93,1014.3,8.8,95,6.1,505.7
2023-11-22,50,0.19995665753898018,0.16515665753898018,0.23475665753898017,0.07136665362711454,0.021652367912828836,0.12108093934140027,7.1366653627114545,2.1652367912828834,12.108093934140026,Stem Elongation,2023-10-03,2024-07-30,1.3,0.3,3.7,0.0,83,1027.1,9.7,92,2.0,507.7
2023-11-23,51,0.20255012531852473,0.16775012531852473,0.23735012531852473,0.07507160759789248,0.025357321883606773,0.1247858933121782,7.507160759789248,2.535732188360677,12.478589331217819,Stem Elongation,2023-10-03,2024-07-30,1.9,-1.6,4.7,0.0,85,1025.7,16.4,72,1.55,509.25
2023-11-24,52,0.20514633085409759,0.1703463308540976,0.23994633085409758,0.07878047264871085,0.029066186934425135,0.12849475836299656,7.8780472648710855,2.9066186934425136,12.849475836299657,Stem Elongation,2023-10-03,2024-07-30,4.1,0.6,6.4,3.8,88,1009.7,24.0,88,3.5,512.75
2023-11-25,53,0.20774742155159753,0.17294742155159754,0.24254742155159753,0.0824963165022822,0.03278203078799649,0.1322106022165679,8.24963165022822,3.278203078799649,13.221060221656792,Stem Elongation,2023-10-03,2024-07-30,0.4,-2.5,2.5,3.0,85,1009.9,22.7,85,0.0,512.75
2023-11-26,54,0.21035347980795485,0.17555347980795485,0.24515347980795485,0.08621925686850694,0.03650497115422123,0.13593354258279267,8.621925686850695,3.650497115422123,13.593354258279266,Stem Elongation,2023-10-03,2024-07-30,0.3,-2.4,2.2,0.5,91,1016.4,14.8,85,0.0,512.75
2023-11-27,55,0.21296458908191773,0.17816458908191773,0.24776458908191773,0.0899494129741682,0.040235127259882486,0.1396636986884539,8.994941297416819,4.023512725988248,13.96636986884539,Stem Elongation,2023-10-03,2024-07-30,1.4,0.4,2.8,8.6,92,1007.6,12.4,100,1.5999999999999999,514.35
2023-11-28,56,0.21558083389445698,0.18078083389445698,0.250380833894457,0.09368690556350999,0.04397261984922427,0.1434011912777957,9.368690556350998,4.3972619849224275,14.340119127779568,Stem Elongation,2023-10-03,2024-07-30,0.2,-1.9,1.8,11.0,92,999.1,15.1,100,0.0,514.35
2023-11-29,57,0.21820229982851697,0.18340229982851697,0.25300229982851696,0.09743185689788139,0.04771757118359568,0.1471461426121671,9.74318568978814,4.771757118359568,14.71461426121671,Stem Elongation,2023-10-03,2024-07-30,-1.5,-4.4,1.2,0.0,83,1008.3,13.7,88,0.0,514.35
2023-11-30,58,0.22082907352808354,0.18602907352808354,0.2556290735280835,0.10118439075440507,0.051470105040119354,0.15089867646869073,10.118439075440506,5.147010504011935,15.089867646869074,Stem Elongation,2023-10-03,2024-07-30,-0.8,-3.0,1.9,0.6,86,1003.4,7.6,98,0.0,514.35
2023-12-01,59,0.2234612426965383,0.1886612426965383,0.2582612426965383,0.10494463242362616,0.05523034670934045,0.15465891813791183,10.494463242362615,5.523034670934044,15.465891813791183,Stem Elongation,2023-10-03,2024-07-30,-0.2,-1.3,0.6,9.8,97,1003.1,6.6,100,0.0,514.35
2023-12-02,60,0.22609889609426786,0.19129889609426787,0.26089889609426786,0.10871270870609696,0.05899842299181125,0.1584269944203827,10.871270870609697,5.899842299181126,15.842699442038269,Stem Elongation,2023-10-03,2024-07-30,-3.5,-6.0,-1.6,2.9,90,1010.4,12.7,100,0.0,514.35
2023-12-03,61,0.22874212353549644,0.19394212353549645,0.26354212353549644,0.11248874790785209,0.06277446219356636,0.16220303362213778,11.248874790785209,6.277446219356636,16.220303362213777,Stem Elongation,2023-10-03,2024-07-30,-5.6,-7.3,-3.0,0.0,86,1025.1,10.3,55,0.0,514.35
2023-12-04,62,0.2313910158843089,0.1965910158843089,0.26619101588430893,0.11627287983472703,0.06655859412044131,0.16598716554901277,11.627287983472703,6.655859412044131,16.598716554901277,Stem Elongation,2023-10-03,2024-07-30,-6.2,-8.7,-3.0,0.4,85,1018.0,11.0,98,0.0,514.35
2023-12-05,63,0.2340456650498305,0.1992456650498305,0.2688456650498305,0.12006523578547214,0.07035095007118643,0.16977952149975786,12.006523578547213,7.035095007118643,16.977952149975785,Stem Elongation,2023-10-03,2024-07-30,0.7,-3.4,6.0,3.1,84,1009.4,14.3,70,1.3,515.65
2023-12-06,64,0.23670616398052996,0.20190616398052996,0.27150616398052996,0.12386594854361424,0.07415166282932853,0.17358023425789995,12.386594854361425,7.415166282932853,17.358023425789995,Stem Elongation,2023-10-03,2024-07-30,0.9,-0.2,2.1,4.9,95,1014.9,13.5,100,0.9500000000000001,516.6
2023-12-07,65,0.2393726066576102,0.2045726066576102,0.27417260665761023,0.1276751523680146,0.07796086665372888,0.17738943808230034,12.76751523680146,7.796086665372888,17.738943808230033,Stem Elongation,2023-10-03,2024-07-30,-0.9,-2.6,1.7,0.0,92,1021.9,8.4,68,0.0,516.6
2023-12-08,66,0.24204508808745165,0.20724508808745165,0.2768450880874517,0.1314929829820738,0.08177869726778808,0.18120726869635956,13.149298298207379,8.177869726778809,18.120726869635956,Stem Elongation,2023-10-03,2024-07-30,-0.4,-3.2,2.7,5.8,88,1014.0,10.3,97,0.0,516.6
2023-12-09,67,0.24472370429307133,0.20992370429307133,0.27952370429307133,0.13531957756153049,0.08560529184724477,0.1850338632758162,13.531957756153048,8.560529184724478,18.50338632758162,Stem Elongation,2023-10-03,2024-07-30,2.9,1.6,4.8,4.8,96,1012.4,12.6,99,3.2,519.8000000000001
2023-12-10,68,0.24740855230456163,0.21260855230456163,0.28220855230456166,0.13915507472080235,0.08944078900651663,0.1888693604350881,13.915507472080236,8.944078900651663,18.886936043508808,Stem Elongation,2023-10-03,2024-07-30,6.3,4.4,7.5,6.2,82,1009.9,24.3,88,5.95,525.7500000000001
2023-12-11,69,0.2500997301484703,0.21529973014847031,0.2848997301484703,0.14299961449781476,0.09328532878352903,0.19271390021210047,14.299961449781476,9.328532878352904,19.271390021210046,Stem Elongation,2023-10-03,2024-07-30,8.0,5.9,10.1,0.9,83,1007.1,21.7,62,8.0,533.7500000000001
2023-12-12,70,0.2527973368360837,0.2179973368360837,0.2875973368360837,0.1468533383372624,0.09713905262297672,0.19656762405154815,14.685333833726242,9.713905262297672,19.656762405154815,Stem Elongation,2023-10-03,2024-07-30,6.5,3.9,8.0,5.4,93,1008.7,10.8,94,5.95,539.7000000000002
2023-12-13,71,0.2555014723505751,0.22070147235057508,0.2903014723505751,0.15071638907225013,0.10100210335796442,0.20043067478653584,15.071638907225013,10.100210335796442,20.043067478653583,Stem Elongation,2023-10-03,2024-07-30,5.9,3.4,8.2,3.6,92,1001.9,10.5,92,5.8,545.5000000000001
2023-12-14,72,0.25821223763297774,0.22341223763297774,0.29301223763297773,0.15458891090425392,0.1048746251899682,0.20430319661853963,15.458891090425391,10.487462518996821,20.430319661853964,Stem Elongation,2023-10-03,2024-07-30,4.1,3.2,6.2,1.0,96,1014.8,10.9,98,4.7,550.2000000000002
2023-12-15,73,0.26092973456694296,0.22612973456694296,0.29572973456694296,0.1584710493813471,0.10875676366706138,0.2081853350956328,15.84710493813471,10.875676366706138,20.81853350956328,Stem Elongation,2023-10-03,2024-07-30,3.0,1.0,4.7,0.3,91,1034.7,10.8,98,2.85,553.0500000000002
2023-12-16,74,0.2636540659622434,0.2288540659622434,0.2984540659622434,0.16236295137463344,0.11264866566034772,0.21207723708891915,16.236295137463344,11.264866566034772,21.207723708891915,Stem Elongation,2023-10-03,2024-07-30,3.2,0.5,5.6,0.0,92,1042.3,8.1,62,3.05,556.1000000000001
2023-12-17,75,0.2663853355369799,0.2315853355369799,0.3011853355369799,0.16626476505282844,0.11655047933854275,0.21597905076711416,16.626476505282845,11.655047933854275,21.597905076711417,Stem Elongation,2023-10-03,2024-07-30,1.4,-0.8,6.4,0.0,91,1040.4,7.0,39,2.8000000000000003,558.9000000000001
2023-12-18,76,0.2691236478984507,0.23432364789845073,0.3039236478984507,0.17017663985492962,0.1204623541406439,0.21989092556921533,17.017663985492963,12.046235414064391,21.989092556921534,Stem Elongation,2023-10-03,2024-07-30,1.0,-1.8,7.2,0.0,83,1035.4,9.0,5,2.7,561.6000000000001
2023-12-19,77,0.27186910852264173,0.23706910852264174,0.30666910852264173,0.1740987264609168,0.12438444074663106,0.2238130121752025,17.409872646091678,12.438444074663106,22.38130121752025,Stem Elongation,2023-10-03,2024-07-30,0.9,-1.6,3.4,0.0,81,1026.7,12.6,74,0.8999999999999999,562.5000000000001
2023-12-20,78,0.27462182373229493,0.23982182373229494,0.30942182373229493,0.17803117676042135,0.12831689104613564,0.22774546247470706,17.803117676042135,12.831689104613563,22.774546247470706,Stem Elongation,2023-10-03,2024-07-30,3.4,2.4,4.5,4.9,89,1018.3,20.9,98,3.45,565.9500000000002
2023-12-21,79,0.2773819006735133,0.24258190067351332,0.3121819006735133,0.18197414381930477,0.13225985810501903,0.23168842953359048,18.19741438193048,13.225985810501903,23.168842953359047,Stem Elongation,2023-10-03,2024-07-30,5.2,2.8,7.2,15.9,90,1005.7,31.1,99,5.0,570.9500000000002
2023-12-22,80,0.2801494472908598,0.24534944729085978,0.3149494472908598,0.18592778184408543,0.1362134961297997,0.23564206755837114,18.592778184408544,13.62134961297997,23.564206755837112,Stem Elongation,2023-10-03,2024-07-30,4.3,1.5,5.9,16.3,93,1003.1,29.3,98,3.7,574.6500000000002
2023-12-23,81,0.28292457230090623,0.24812457230090623,0.3177245723009062,0.1898922461441518,0.14017796042986605,0.2396065318584375,18.98922461441518,14.017796042986605,23.96065318584375,Stem Elongation,2023-10-03,2024-07-30,5.1,4.8,5.7,16.0,94,1010.1,32.3,100,5.25,579.9000000000002
2023-12-24,82,0.28570738516419125,0.25090738516419125,0.32050738516419125,0.19386769309170182,0.14415340737741608,0.24358197880598753,19.386769309170184,14.415340737741609,24.358197880598752,Stem Elongation,2023-10-03,2024-07-30,6.5,5.1,8.1,3.1,90,1012.8,26.2,100,6.6,586.5000000000002
2023-12-25,83,0.28849799605554255,0.25369799605554255,0.32329799605554255,0.19785428007934652,0.1481399943650608,0.24756856579363223,19.78542800793465,14.813999436506082,24.756856579363223,Stem Elongation,2023-10-03,2024-07-30,7.8,7.4,8.5,1.6,84,1013.8,22.8,100,7.95,594.4500000000003
2023-12-26,84,0.291296515832722,0.256496515832722,0.326096515832722,0.20185216547531715,0.1521378797610314,0.25156645118960286,20.185216547531716,15.213787976103141,25.156645118960284,Stem Elongation,2023-10-03,2024-07-30,7.0,6.0,8.4,0.4,84,1017.6,20.3,100,7.2,601.6500000000003
2023-12-27,85,0.2941030560033493,0.2593030560033493,0.3289030560033493,0.2058615085762133,0.1561472228619276,0.25557579429049904,20.58615085762133,15.614722286192759,25.557579429049902,Stem Elongation,2023-10-03,2024-07-30,5.5,3.5,8.2,0.0,84,1022.2,10.7,98,5.85,607.5000000000003
2023-12-28,86,0.29691772869006383,0.26211772869006383,0.33171772869006383,0.20988246955723405,0.16016818384294834,0.25959675527151976,20.988246955723405,16.016818384294833,25.959675527151976,Stem Elongation,2023-10-03,2024-07-30,7.3,4.5,9.2,0.7,67,1019.2,15.4,97,6.85,614.3500000000004
2023-12-29,87,0.29974064659388,0.26494064659388,0.33454064659388,0.21391520941982858,0.16420092370554287,0.2636294951341143,21.391520941982858,16.420092370554286,26.362949513411433,Stem Elongation,2023-10-03,2024-07-30,8.2,7.0,10.1,0.0,78,1016.6,20.7,90,8.55,622.9000000000003
2023-12-30,88,0.30257192295569546,0.26777192295569546,0.33737192295569546,0.2179598899367078,0.1682456042224221,0.26767417565099355,21.795988993670782,16.82456042224221,26.767417565099354,Stem Elongation,2023-10-03,2024-07-30,6.6,2.9,9.0,0.0,80,1017.3,17.0,90,5.95,628.8500000000004
2023-12-31,89,0.3054116715159114,0.2706116715159114,0.3402116715159114,0.2220166735941592,0.17230238787987348,0.27173095930844493,22.201667359415918,17.230238787987346,27.173095930844493,Stem Elongation,2023-10-03,2024-07-30,3.5,1.3,7.3,2.0,87,1010.3,14.3,96,4.3,633.1500000000003
2024-01-01,90,0.30826000647212204,0.27346000647212204,0.34306000647212204,0.22608572353160294,0.17637143781731723,0.27580000924588866,22.608572353160294,17.637143781731723,27.580000924588866,Stem Elongation,2023-10-03,2024-07-30,4.2,3.0,5.9,0.3,77,1011.8,18.9,90,4.45,637.6000000000004
2024-01-02,91,0.31111704243483557,0.27631704243483557,0.34591704243483556,0.23016720347833655,0.18045291776405084,0.27988148919262223,23.016720347833655,18.045291776405083,27.988148919262223,Stem Elongation,2023-10-03,2024-07-30,5.9,3.1,8.2,18.6,85,1005.1,23.7,100,5.6499999999999995,643.2500000000003
2024-01-03,92,0.3139828943811854,0.2791828943811854,0.34878289438118537,0.2342612776874077,0.184546991973122,0.2839755634016934,23.42612776874077,18.4546991973122,28.397556340169338,Stem Elongation,2023-10-03,2024-07-30,7.8,6.3,9.0,8.1,81,999.8,28.4,84,7.65,650.9000000000003
2024-01-04,93,0.31685767760659356,0.28205767760659356,0.35165767760659356,0.23836811086656226,0.18865382515227652,0.28808239658084794,23.836811086656226,18.86538251522765,28.808239658084794,Stem Elongation,2023-10-03,2024-07-30,5.4,4.3,6.3,7.1,88,1005.5,24.6,88,5.3,656.2000000000003
2024-01-05,94,0.3197415076743501,0.2849415076743501,0.3545415076743501,0.24248786810621448,0.19277358239192877,0.2922021538205002,24.248786810621446,19.27735823919288,29.220215382050018,Stem Elongation,2023-10-03,2024-07-30,4.1,2.0,8.4,0.1,89,1006.0,9.6,99,5.2,661.4000000000003
2024-01-06,95,0.3226345003630708,0.2878345003630708,0.3574345003630708,0.24662071480438685,0.19690642909010114,0.29633500051867256,24.662071480438684,19.690642909010116,29.633500051867255,Stem Elongation,2023-10-03,2024-07-30,2.8,1.3,4.3,0.1,93,1008.6,7.1,100,2.8,664.2000000000003
2024-01-07,96,0.3255367716119984,0.2907367716119984,0.3603367716119984,0.25076681658856914,0.20105253087428346,0.30048110230285485,25.076681658856913,20.105253087428345,30.048110230285484,Stem Elongation,2023-10-03,2024-07-30,-0.5,-4.8,2.3,1.5,86,1016.3,15.7,100,0.0,664.2000000000003
2024-01-08,97,0.32844843746411545,0.29364843746411545,0.36324843746411545,0.2549263392344507,0.20521205352016494,0.3046406249487364,25.49263392344507,20.521205352016494,30.46406249487364,Stem Elongation,2023-10-03,2024-07-30,-4.3,-6.3,-1.2,0.0,66,1026.1,16.2,64,0.0,664.2000000000003
2024-01-09,98,0.3313696140070348,0.2965696140070348,0.3661696140070348,0.2590994485814783,0.20938516286719258,0.30881373429576403,25.90994485814783,20.93851628671926,30.881373429576403,Stem Elongation,2023-10-03,2024-07-30,-5.2,-7.0,-1.3,0.0,47,1029.9,16.4,0,0.0,664.2000000000003
2024-01-10,99,0.3343004173116389,0.2995004173116389,0.3691004173116389,0.26328631044519846,0.21357202473091275,0.31300059615948417,26.328631044519845,21.357202473091274,31.300059615948417,Stem Elongation,2023-10-03,2024-07-30,-4.4,-6.5,-0.4,0.0,65,1029.2,8.7,49,0.0,664.2000000000003
2024-01-11,100,0.33724123541018275,0.30244123541018275,0.37204123541018275,0.26748747915740395,0.21777319344311824,0.31720176487168966,26.748747915740395,21.777319344311824,31.720176487168967,Stem Elongation,2023-10-03,2024-07-30,-4.7,-7.8,-0.1,0.0,76,1030.7,6.8,4,0.0,664.2000000000003
2024-01-12,101,0.3401947883895121,0.3053947883895121,0.3749947883895121,0.2717068405564459,0.22199255484216018,0.3214211262707316,27.17068405564459,22.199255484216017,32.14211262707316,Stem Elongation,2023-10-03,2024-07-30,-3.5,-5.9,-2.0,0.0,87,1032.2,6.6,82,0.0,664.2000000000003
2024-01-13,102,0.343178499125361,0.308378499125361,0.377978499125361,0.2759692844648015,0.22625499875051577,0.3256835701790872,27.596928446480153,22.625499875051577,32.568357017908724,Stem Elongation,2023-10-03,2024-07-30,-3.6,-4.3,-2.4,0.0,86,1026.7,10.7,99,0.0,664.2000000000003
2024-01-14,103,0.3462600209490944,0.3114600209490944,0.3810600209490944,0.2803714584987063,0.23065717278442063,0.330085744212992,28.037145849870633,23.06571727844206,33.0085744212992,Stem Elongation,2023-10-03,2024-07-30,-3.6,-5.4,0.2,0.0,83,1014.4,13.5,91,0.0,664.2000000000003
2024-01-15,104,0.34958079443426254,0.31478079443426255,0.38438079443426254,0.2851154206203751,0.23540113490608938,0.3348297063346608,28.51154206203751,23.540113490608938,33.48297063346608,Stem Elongation,2023-10-03,2024-07-30,-2.9,-4.7,-1.2,3.6,85,1006.3,21.0,100,0.0,664.2000000000003
2024-01-16,105,0.3532443830600015,0.3184443830600015,0.3880443830600015,0.290349118657145,0.2406348329428593,0.34006340437143073,29.034911865714502,24.06348329428593,34.00634043714307,Stem Elongation,2023-10-03,2024-07-30,-2.9,-5.6,-0.5,0.0,77,1011.8,12.9,86,0.0,664.2000000000003
2024-01-17,106,0.35711258530440165,0.32231258530440166,0.39191258530440165,0.29587512186343096,0.24616083614914525,0.34558940757771667,29.587512186343094,24.616083614914526,34.558940757771666,Stem Elongation,2023-10-03,2024-07-30,-0.2,-6.0,7.2,8.9,90,997.3,14.7,100,0.6000000000000001,664.8000000000003
2024-01-18,107,0.3608714637359444,0.3260714637359444,0.3956714637359444,0.30124494819420633,0.2515306624799206,0.35095923390849204,30.124494819420633,25.15306624799206,35.0959233908492,Stem Elongation,2023-10-03,2024-07-30,2.1,-2.2,7.1,8.0,93,995.4,13.5,100,2.4499999999999997,667.2500000000003
2024-01-19,108,0.36436043485344244,0.32956043485344244,0.39916043485344244,0.30622919264777493,0.2565149069334892,0.35594347836206064,30.622919264777494,25.651490693348922,35.59434783620606,Stem Elongation,2023-10-03,2024-07-30,-2.9,-4.8,-0.8,0.0,84,1020.9,10.2,93,0.0,667.2500000000003
2024-01-20,109,0.3676577827227702,0.3328577827227702,0.4024577827227702,0.31093968960395746,0.26122540388967175,0.36065397531824317,31.093968960395745,26.122540388967174,36.06539753182432,Stem Elongation,2023-10-03,2024-07-30,-4.1,-5.9,0.8,0.0,83,1032.7,6.9,46,0.0,667.2500000000003
2024-01-21,110,0.37089042887147766,0.33609042887147766,0.40569042887147766,0.3155577555306824,0.26584346981639667,0.3652720412449681,31.555775553068237,26.584346981639666,36.52720412449681,Stem Elongation,2023-10-03,2024-07-30,-2.2,-6.0,3.8,0.0,61,1030.8,12.3,62,0.0,667.2500000000003
2024-01-22,111,0.37412104495080706,0.33932104495080706,0.40892104495080706,0.32017292135829584,0.2704586356440101,0.3698872070725815,32.017292135829585,27.045863564401014,36.988720707258146,Stem Elongation,2023-10-03,2024-07-30,4.5,-0.7,10.8,8.0,71,1021.1,21.1,87,5.050000000000001,672.3000000000003
2024-01-23,112,0.3773659754558663,0.3425659754558663,0.4121659754558663,0.3248085363655233,0.2750942506512376,0.374522822079809,32.48085363655233,27.50942506512376,37.4522822079809,Stem Elongation,2023-10-03,2024-07-30,4.2,3.2,5.9,1.7,84,1027.7,23.0,90,4.550000000000001,676.8500000000003
2024-01-24,113,0.38062775862824627,0.3458277586282463,0.41542775862824627,0.32946822661178043,0.2797539408974947,0.37918251232606615,32.94682266117805,27.97539408974947,37.918251232606615,Stem Elongation,2023-10-03,2024-07-30,8.1,4.2,10.2,3.1,83,1024.7,28.1,96,7.199999999999999,684.0500000000003
