Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date,temperature_2m,temperature_min,temperature_max,precipitation,humidity,pressure,wind_speed,cloud_cover,gdd_daily,gdd_cumulative
2024-01-25,114,0.3839109741724533,0.3491109741724533,0.4187109741724533,0.33415853453207617,0.28444424881779046,0.3838728202463618,33.41585345320762,28.444424881779046,38.387282024636185,Stem Elongation,2023-10-03,2024-07-30,4.9,3.2,7.3,0.1,86,1029.9,16.0,94,5.25,689.3000000000003
2024-01-26,115,0.3872562378948784,0.3524562378948784,0.4220562378948784,0.33893748270696916,0.28922319699268345,0.38865176842125493,33.89374827069692,28.922319699268346,38.86517684212549,Stem Elongation,2023-10-03,2024-07-30,6.4,2.2,9.4,4.0,92,1027.9,17.2,84,5.800000000000001,695.1000000000003
2024-01-27,116,0.3909321887380301,0.3561321887380301,0.4257321887380301,0.34418884105432873,0.294474555340043,0.3939031267686144,34.41888410543287,29.447455534004302,39.39031267686144,Stem Elongation,2023-10-03,2024-07-30,1.2,-2.2,5.4,0.0,79,1037.5,8.3,6,1.6,696.7000000000003
2024-01-28,117,0.3959770919738807,0.3611770919738807,0.4307770919738807,0.35139584567697246,0.30168155996268675,0.4011101313912581,35.13958456769725,30.168155996268673,40.11101313912581,Stem Elongation,2023-10-03,2024-07-30,1.3,-2.2,7.6,0.0,71,1035.3,9.4,14,2.6999999999999997,699.4000000000003
2024-01-29,118,0.40451243613439375,0.36971243613439375,0.43931243613439375,0.36358919447770544,0.31387490876341967,0.41330348019199104,36.358919447770546,31.387490876341968,41.33034801919911,Stem Elongation,2023-10-03,2024-07-30,1.8,-1.9,8.7,0.0,76,1032.5,9.8,54,3.3999999999999995,702.8000000000003
2024-01-30,119,0.41790642019889135,0.38310642019889135,0.45270642019889135,0.38272345742698766,0.33300917171270195,0.4324377431412734,38.27234574269877,33.30091717127019,43.24377431412734,Stem Elongation,2023-10-03,2024-07-30,2.9,-1.2,9.6,0.1,78,1032.4,9.0,92,4.2,707.0000000000003
2024-01-31,120,0.4336167307004443,0.3988167307004443,0.4684167307004443,0.40516675814349196,0.3554524724292062,0.4548810438577776,40.5166758143492,35.54524724292062,45.48810438577776,Stem Elongation,2023-10-03,2024-07-30,5.0,3.3,7.9,1.5,93,1034.0,8.8,91,5.6,712.6000000000004
2024-02-01,121,0.4465045225441397,0.4117045225441397,0.4813045225441397,0.42357788934877105,0.3738636036344853,0.4732921750630567,42.35778893487711,37.38636036344853,47.32921750630567,Stem Elongation,2023-10-03,2024-07-30,5.3,0.6,7.1,4.5,91,1030.2,15.7,85,3.8499999999999996,716.4500000000004
2024-02-02,122,0.4542012332428327,0.4194012332428327,0.4890012332428327,0.43457319034690384,0.3848589046326182,0.4842874760611896,43.457319034690386,38.48589046326182,48.42874760611896,Stem Elongation,2023-10-03,2024-07-30,3.2,-1.0,7.6,0.2,82,1032.4,15.5,74,3.3,719.7500000000003
2024-02-03,123,0.4582712318068444,0.42347123180684443,0.4930712318068444,0.44038747400977785,0.390673188295492,0.49010175972406345,44.03874740097778,39.0673188295492,49.010175972406344,Stem Elongation,2023-10-03,2024-07-30,5.7,4.8,6.4,0.1,86,1029.3,22.1,99,5.6,725.3500000000004
2024-02-04,124,0.4609484583583417,0.4261484583583417,0.4957484583583417,0.44421208336905965,0.39449779765477383,0.49392636908334525,44.42120833690596,39.44977976547738,49.392636908334524,Stem Elongation,2023-10-03,2024-07-30,6.5,5.5,7.9,1.3,90,1026.4,25.0,100,6.7,732.0500000000004
2024-02-05,125,0.46330930286272326,0.42850930286272326,0.49810930286272326,0.44758471837531905,0.3978704326610332,0.49729900408960465,44.75847183753191,39.787043266103325,49.72990040896047,Stem Elongation,2023-10-03,2024-07-30,6.4,4.1,9.6,0.1,83,1023.8,22.5,86,6.85,738.9000000000004
2024-02-06,126,0.4656298684884742,0.4308298684884742,0.5004298684884743,0.45089981212639174,0.4011855264121061,0.5006140978406776,45.089981212639174,40.118552641210606,50.061409784067756,Stem Elongation,2023-10-03,2024-07-30,5.1,2.8,7.4,0.0,81,1019.1,24.4,94,5.1,744.0000000000005
2024-02-07,127,0.46795086744923403,0.43315086744923403,0.502750867449234,0.45421552492747724,0.4045012392131915,0.5039298106417629,45.42155249274772,40.45012392131915,50.39298106417629,Stem Elongation,2023-10-03,2024-07-30,6.8,5.8,8.3,7.3,86,1009.5,22.8,100,7.050000000000001,751.0500000000004
2024-02-08,128,0.47027549513205574,0.43547549513205575,0.5050754951320557,0.4575364216172226,0.40782213590293676,0.5072507073315082,45.753642161722254,40.78221359029367,50.72507073315082,Stem Elongation,2023-10-03,2024-07-30,8.2,6.6,9.9,11.6,90,1002.3,19.3,100,8.25,759.3000000000004
2024-02-09,129,0.4726024207576401,0.4378024207576401,0.5074024207576401,0.46086060108234306,0.41114631536805724,0.5105748867966287,46.08606010823431,41.114631536805724,51.05748867966287,Stem Elongation,2023-10-03,2024-07-30,9.1,7.4,11.8,7.4,88,994.2,13.8,99,9.600000000000001,768.9000000000004
2024-02-10,130,0.4749304486676632,0.4401304486676632,0.5097304486676633,0.46418635523951884,0.41447206952523324,0.5139006409538046,46.418635523951885,41.447206952523324,51.39006409538046,Stem Elongation,2023-10-03,2024-07-30,7.7,4.5,11.4,0.5,91,989.0,7.9,99,7.95,776.8500000000005
2024-02-11,131,0.4772607991012238,0.4424607991012238,0.5120607991012238,0.4675154272874627,0.4178011415731769,0.5172297130017484,46.75154272874627,41.78011415731769,51.722971300174834,Stem Elongation,2023-10-03,2024-07-30,6.0,4.1,7.6,5.3,89,993.1,16.5,99,5.85,782.7000000000005
2024-02-12,132,0.4796108906423508,0.4448108906423508,0.5144108906423508,0.47087270091764405,0.4211584152033583,0.5205869866319297,47.0872700917644,42.11584152033583,52.05869866319297,Stem Elongation,2023-10-03,2024-07-30,5.5,3.8,7.7,0.9,85,1005.3,15.4,94,5.75,788.4500000000005
2024-02-13,133,0.482054013651264,0.447254013651264,0.516854013651264,0.47436287664466287,0.4246485909303772,0.5240771623589486,47.436287664466285,42.464859093037724,52.40771623589487,Stem Elongation,2023-10-03,2024-07-30,3.8,1.3,7.8,0.6,83,1020.2,11.1,81,4.55,793.0000000000005
2024-02-14,134,0.48474593313450937,0.44994593313450937,0.5195459331345094,0.47820847590644205,0.42849419019215623,0.5279227616207277,47.820847590644206,42.849419019215624,52.792276162072774,Stem Elongation,2023-10-03,2024-07-30,5.4,-0.1,9.9,3.6,84,1022.8,11.3,90,4.9,797.9000000000004
2024-02-15,135,0.4878010420794845,0.4530010420794845,0.5226010420794844,0.48257291725640644,0.4328586315421208,0.5322872029706921,48.25729172564064,43.28586315421208,53.22872029706921,Booting,2023-10-03,2024-07-30,9.0,5.3,13.9,0.0,85,1020.6,8.6,97,9.6,807.5000000000005
2024-02-16,136,0.4910650250037637,0.4562650250037637,0.5258650250037638,0.4872357500053767,0.43752146429109107,0.5369500357196625,48.72357500053767,43.752146429109104,53.69500357196625,Booting,2023-10-03,2024-07-30,9.5,5.0,15.7,1.3,83,1017.9,10.4,88,10.35,817.8500000000005
2024-02-17,137,0.4941867768668476,0.4593867768668476,0.5289867768668476,0.49169539552406805,0.4419811098097823,0.5414096812383536,49.1695395524068,44.19811098097823,54.140968123835364,Booting,2023-10-03,2024-07-30,9.0,4.9,11.5,1.4,85,1029.4,11.2,72,8.2,826.0500000000005
2024-02-18,138,0.4969837059771945,0.4621837059771945,0.5317837059771945,0.49569100853884934,0.4459767228245636,0.545405294253135,49.56910085388493,44.59767228245636,54.5405294253135,Booting,2023-10-03,2024-07-30,6.9,1.9,12.1,0.6,82,1031.2,8.9,74,7.0,833.0500000000005
2024-02-19,139,0.49953785347046264,0.46473785347046265,0.5343378534704626,0.4993397906720895,0.44962550495780385,0.5490540763863752,49.93397906720895,44.962550495780384,54.90540763863751,Booting,2023-10-03,2024-07-30,7.1,6.4,7.7,2.2,84,1027.0,19.2,99,7.050000000000001,840.1000000000005
2024-02-20,140,0.501985493390609,0.46718549339060905,0.5367854933906091,0.5028364191294415,0.4531221334151559,0.5525507048437273,50.283641912944155,45.31221334151559,55.25507048437272,Booting,2023-10-03,2024-07-30,6.0,4.5,8.1,1.1,81,1028.5,15.0,95,6.3,846.4000000000004
2024-02-21,141,0.50439172112128,0.46959172112127995,0.53919172112128,0.5062738873161142,0.45655960160182857,0.5559881730304,50.627388731611425,45.65596016018286,55.59881730304001,Booting,2023-10-03,2024-07-30,7.0,3.3,11.2,0.0,71,1021.8,11.2,93,7.25,853.6500000000004
2024-02-22,142,0.5067700228105597,0.4719700228105597,0.5415700228105598,0.5096714611579425,0.45995717544365683,0.5593857468722282,50.96714611579425,45.99571754436568,55.93857468722282,Booting,2023-10-03,2024-07-30,8.3,6.7,9.9,16.9,85,1001.4,21.8,100,8.3,861.9500000000004
2024-02-23,143,0.5091181952755361,0.47431819527553615,0.5439181952755361,0.5130259932507659,0.46331170753648027,0.5627402789650515,51.30259932507659,46.331170753648024,56.27402789650515,Booting,2023-10-03,2024-07-30,4.7,1.9,8.6,1.7,78,999.0,15.2,100,5.25,867.2000000000004
2024-02-24,144,0.5114311263788373,0.47663112637883726,0.5462311263788373,0.5163301805411961,0.46661589482691046,0.5660444662554819,51.6330180541196,46.66158948269105,56.604446625548185,Booting,2023-10-03,2024-07-30,2.6,-0.6,8.5,3.2,81,1004.3,11.1,81,3.95,871.1500000000004
2024-02-25,145,0.5137029076649177,0.47890290766491767,0.5485029076649177,0.5195755823784538,0.46986129666416815,0.5692898680927396,51.95755823784538,46.986129666416815,56.928986809273965,Booting,2023-10-03,2024-07-30,4.1,-0.0,9.7,0.1,71,1006.5,11.2,38,4.85,876.0000000000005
2024-02-26,146,0.5159270874789447,0.48112708747894467,0.5507270874789447,0.5227529821127781,0.47303869639849244,0.5724672678270639,52.27529821127781,47.303869639849246,57.24672678270639,Booting,2023-10-03,2024-07-30,5.4,2.1,11.0,0.7,74,1002.2,8.1,100,6.55,882.5500000000004
2024-02-27,147,0.5180966363621333,0.4832966363621333,0.5528966363621333,0.5258523376601905,0.4761380519459048,0.5755666233744761,52.585233766019044,47.61380519459048,57.556662337447605,Booting,2023-10-03,2024-07-30,5.2,3.3,8.4,0.6,87,1012.2,12.5,100,5.85,888.4000000000004
2024-02-28,148,0.5202039123202382,0.4854039123202382,0.5550039123202382,0.5288627318860546,0.47914844617176894,0.5785770176003402,52.88627318860546,47.9148446171769,57.85770176003402,Booting,2023-10-03,2024-07-30,4.5,2.4,6.8,0.0,87,1021.1,5.9,100,4.6,893.0000000000005
2024-02-29,149,0.5222401048932102,0.48744010489321016,0.5570401048932101,0.5317715784188717,0.482057292704586,0.5814858641331573,53.177157841887166,48.205729270458605,58.148586413315726,Booting,2023-10-03,2024-07-30,4.0,-1.6,9.7,0.0,84,1016.6,8.0,42,4.05,897.0500000000004
2024-03-01,150,0.5241918995673183,0.48939189956731827,0.5589918995673182,0.5345598565247404,0.48484557081045476,0.584274142239026,53.455985652474034,48.48455708104547,58.427414223902595,Booting,2023-10-03,2024-07-30,5.1,0.2,10.8,0.0,87,1008.0,6.6,77,5.5,902.5500000000004
2024-03-02,151,0.526022755431107,0.491222755431107,0.5608227554311069,0.5371753649015815,0.4874610791872958,0.5868896506158671,53.717536490158146,48.74610791872958,58.68896506158671,Booting,2023-10-03,2024-07-30,6.9,3.2,11.9,0.0,84,1006.0,10.9,69,7.550000000000001,910.1000000000004
2024-03-03,152,0.5276352836876681,0.4928352836876681,0.562435283687668,0.5394789766966687,0.48976469098238307,0.5891932624109544,53.947897669666865,48.976469098238304,58.91932624109544,Booting,2023-10-03,2024-07-30,8.0,2.2,15.4,0.0,76,1001.1,9.4,39,8.8,918.9000000000003
2024-03-04,153,0.5289174713533671,0.4941174713533671,0.563717471353367,0.5413106733619529,0.49159638764766733,0.5910249590762386,54.131067336195294,49.15963876476673,59.10249590762386,Booting,2023-10-03,2024-07-30,5.6,0.8,8.6,0.1,90,1008.6,9.1,91,4.7,923.6000000000004
2024-03-05,154,0.530036852596664,0.495236852596664,0.564836852596664,0.5429097894238057,0.4931955037095201,0.5926240751380915,54.290978942380576,49.31955037095201,59.262407513809144,Booting,2023-10-03,2024-07-30,6.0,2.8,9.0,2.1,88,1015.0,8.1,91,5.9,929.5000000000003
2024-03-06,155,0.5316041657017286,0.49680416570172864,0.5664041657017287,0.5451488081453266,0.49543452243104097,0.5948630938596124,54.51488081453266,49.5434522431041,59.48630938596124,Booting,2023-10-03,2024-07-30,5.4,2.5,8.9,1.8,87,1020.2,10.2,96,5.7,935.2000000000004
2024-03-07,156,0.534055232987018,0.49925523298701796,0.568855232987018,0.5486503328385971,0.49893604712431144,0.5983646185528829,54.86503328385971,49.89360471243114,59.83646185528829,Booting,2023-10-03,2024-07-30,3.2,-1.4,6.7,0.0,75,1022.3,11.5,71,2.6500000000000004,937.8500000000004
2024-03-08,157,0.5370756259450664,0.5022756259450665,0.5718756259450664,0.5529651799215235,0.5032508942072378,0.6026794656358091,55.29651799215235,50.32508942072378,60.26794656358091,Booting,2023-10-03,2024-07-30,3.6,-1.3,9.4,0.0,69,1014.7,16.0,8,4.05,941.9000000000003
2024-03-09,158,0.5401290325892295,0.5053290325892295,0.5749290325892296,0.557327189413185,0.5076129036988992,0.6070414751274708,55.7327189413185,50.76129036988992,60.70414751274708,Booting,2023-10-03,2024-07-30,5.6,-0.7,13.5,0.0,69,1005.1,9.5,57,6.4,948.3000000000003
2024-03-10,159,0.5430696980352127,0.5082696980352126,0.5778696980352127,0.5615281400503038,0.511813854336018,0.6112424257645895,56.15281400503038,51.181385433601804,61.124242576458954,Booting,2023-10-03,2024-07-30,8.6,3.5,14.9,0.2,68,996.0,13.4,98,9.2,957.5000000000003
2024-03-11,160,0.5460019137348644,0.5112019137348645,0.5808019137348643,0.5657170196212349,0.5160027339069492,0.6154313053355205,56.57170196212349,51.600273390694916,61.543130533552045,Booting,2023-10-03,2024-07-30,7.1,3.1,12.5,0.2,74,1005.2,12.3,53,7.8,965.3000000000003
2024-03-12,161,0.5490062107726927,0.5142062107726928,0.5838062107726927,0.5700088725324182,0.5202945868181326,0.6197231582467039,57.000887253241814,52.02945868181325,61.97231582467039,Booting,2023-10-03,2024-07-30,5.6,3.1,8.9,0.3,82,1016.3,13.6,80,6.0,971.3000000000003
2024-03-13,162,0.5521014290780549,0.5173014290780549,0.586901429078055,0.57443061296865,0.5247163272543641,0.6241448986829357,57.443061296865,52.471632725436415,62.414489868293565,Booting,2023-10-03,2024-07-30,7.1,3.6,10.4,3.8,87,1018.5,8.2,96,7.0,978.3000000000003
2024-03-14,163,0.5552842138354988,0.5204842138354988,0.5900842138354987,0.5789774483364268,0.5292631626221411,0.6286917340507124,57.89774483364268,52.926316262214115,62.869173405071244,Booting,2023-10-03,2024-07-30,9.7,6.1,14.8,0.0,84,1016.3,7.7,94,10.45,988.7500000000003
2024-03-15,164,0.5585479203509581,0.5237479203509581,0.5933479203509582,0.5836398862156544,0.5339256005013687,0.6333541719299403,58.36398862156544,53.39256005013687,63.33541719299403,Heading,2023-10-03,2024-07-30,10.3,7.6,15.4,1.7,80,1013.8,12.8,92,11.5,1000.2500000000003
2024-03-16,165,0.561885874092022,0.5270858740920219,0.596685874092022,0.5884083915600313,0.5386941058457456,0.6381226772743172,58.840839156003135,53.86941058457456,63.81226772743172,Heading,2023-10-03,2024-07-30,8.7,4.6,12.0,4.9,85,1018.9,16.7,84,8.3,1008.5500000000003
2024-03-17,166,0.5652918256353985,0.5304918256353985,0.6000918256353984,0.5932740366219978,0.5435597509077122,0.6429883223362834,59.327403662199785,54.355975090771224,64.29883223362835,Heading,2023-10-03,2024-07-30,7.3,2.8,12.1,0.0,74,1023.6,5.7,89,7.449999999999999,1016.0000000000003
2024-03-18,167,0.5687598863851536,0.5339598863851536,0.6035598863851537,0.598228409121648,0.5485141234073623,0.6479426948359338,59.8228409121648,54.851412340736225,64.79426948359338,Heading,2023-10-03,2024-07-30,7.6,4.6,12.5,2.0,83,1017.7,5.3,84,8.55,1024.5500000000004
2024-03-19,168,0.572284466190937,0.537484466190937,0.6070844661909369,0.6032635231299099,0.5535492374156243,0.6529778088441957,60.32635231299099,55.35492374156243,65.29778088441957,Heading,2023-10-03,2024-07-30,7.5,2.7,13.5,0.3,84,1020.1,4.7,87,8.1,1032.6500000000003
2024-03-20,169,0.5758602124407414,0.5410602124407413,0.6106602124407414,0.6083717320582019,0.5586574463439161,0.6580860177724878,60.83717320582019,55.86574463439161,65.80860177724878,Heading,2023-10-03,2024-07-30,9.3,3.0,15.7,0.0,74,1020.3,6.5,79,9.35,1042.0000000000002
2024-03-21,170,0.579481950209683,0.5446819502096829,0.614281950209683,0.6135456431566899,0.5638313574424042,0.6632599288709757,61.354564315668995,56.38313574424042,66.32599288709757,Heading,2023-10-03,2024-07-30,9.8,6.1,13.9,2.5,76,1021.5,14.0,92,10.0,1052.0000000000002
2024-03-22,171,0.5831446230507787,0.5483446230507787,0.6179446230507788,0.6187780329296839,0.5690637472153981,0.6684923186439697,61.877803292968395,56.90637472153981,66.84923186439697,Heading,2023-10-03,2024-07-30,9.8,4.0,15.7,0.0,72,1019.9,9.2,88,9.85,1061.8500000000001
2024-03-23,172,0.5868432340157791,0.552043234015779,0.6216432340157791,0.6240617628796844,0.5743474771653986,0.6737760485939702,62.40617628796844,57.43474771653986,67.37760485939702,Heading,2023-10-03,2024-07-30,7.2,2.8,9.6,3.6,75,1010.6,19.1,59,6.199999999999999,1068.0500000000002
2024-03-24,173,0.5905727864937721,0.555772786493772,0.6253727864937721,0.629389694991103,0.5796754092768172,0.6791039807053888,62.9389694991103,57.96754092768172,67.91039807053888,Heading,2023-10-03,2024-07-30,3.2,1.3,5.2,6.1,82,1009.3,22.5,88,3.25,1071.3000000000002
2024-03-25,174,0.5943282244525311,0.559528224452531,0.6291282244525311,0.6347546063607588,0.5850403206464729,0.6844688920750445,63.47546063607587,58.50403206464729,68.44688920750444,Heading,2023-10-03,2024-07-30,4.3,1.2,9.2,0.1,72,1008.1,13.4,68,5.199999999999999,1076.5000000000002
2024-03-26,175,0.5981043716623894,0.5633043716623893,0.6329043716623894,0.640149102374842,0.5904348166605562,0.6898633880891278,64.0149102374842,59.04348166605562,68.98633880891279,Heading,2023-10-03,2024-07-30,6.8,0.0,14.4,0.0,61,996.3,11.1,58,7.2,1083.7000000000003
2024-03-27,176,0.601895869474786,0.5670958694747861,0.636695869474786,0.6455655278211229,0.5958512421068373,0.6952798135354086,64.55655278211229,59.58512421068372,69.52798135354085,Heading,2023-10-03,2024-07-30,8.7,3.6,18.1,7.0,73,987.8,13.4,94,10.850000000000001,1094.5500000000002
2024-03-28,177,0.6056973110816787,0.5708973110816786,0.6404973110816787,0.6509961586881124,0.6012818729738266,0.7007104444023982,65.09961586881124,60.12818729738266,70.07104444023982,Heading,2023-10-03,2024-07-30,6.0,1.8,10.0,2.9,74,994.6,15.9,57,5.9,1100.4500000000003
2024-03-29,178,0.6095048661423791,0.574704866142379,0.6443048661423791,0.6564355230605415,0.6067212373462557,0.7061498087748274,65.64355230605415,60.67212373462557,70.61498087748274,Heading,2023-10-03,2024-07-30,8.7,3.8,15.7,2.3,66,1001.1,11.7,91,9.75,1110.2000000000003
2024-03-30,179,0.6133287960046133,0.5785287960046133,0.6481287960046134,0.6618982800065905,0.6121839942923046,0.7116125657208763,66.18982800065905,61.218399429230466,71.16125657208762,Heading,2023-10-03,2024-07-30,13.7,7.7,21.3,0.0,56,999.0,12.5,78,14.5,1124.7000000000003
2024-03-31,180,0.6172414460546043,0.5824414460546044,0.6520414460546042,0.6674877800780061,0.6177734943637205,0.7172020657922917,66.74877800780061,61.777349436372056,71.72020657922917,Heading,2023-10-03,2024-07-30,11.9,5.8,17.8,0.3,74,998.7,7.8,79,11.8,1136.5000000000002
2024-04-01,181,0.6214961501706988,0.5866961501706989,0.6562961501706988,0.673565928815284,0.6238516431009984,0.7232802145295697,67.3565928815284,62.38516431009984,72.32802145295697,Heading,2023-10-03,2024-07-30,9.6,5.8,12.5,2.1,72,998.4,15.9,95,9.15,1145.6500000000003
2024-04-02,182,0.6266205921747102,0.5918205921747102,0.6614205921747103,0.680886560249586,0.6311722745353002,0.7306008459638719,68.08865602495861,63.11722745353002,73.06008459638718,Heading,2023-10-03,2024-07-30,7.9,5.4,11.5,0.7,71,1011.1,19.4,54,8.45,1154.1000000000004
2024-04-03,183,0.6330219551466434,0.5982219551466434,0.6678219551466433,0.6900313644952049,0.6403170787809193,0.7397456502094905,69.00313644952048,64.03170787809192,73.97456502094904,Heading,2023-10-03,2024-07-30,8.6,6.0,11.7,2.8,74,1011.6,13.7,89,8.85,1162.9500000000003
2024-04-04,184,0.6397426203300495,0.6049426203300494,0.6745426203300495,0.6996323147572135,0.6499180290429277,0.7493466004714994,69.96323147572136,64.99180290429277,74.93466004714993,Heading,2023-10-03,2024-07-30,10.8,8.9,14.2,5.9,84,1014.0,19.5,86,11.55,1174.5000000000002
2024-04-05,185,0.6441418505208873,0.6093418505208874,0.6789418505208873,0.7059169293155534,0.6562026436012678,0.755631215029839,70.59169293155534,65.62026436012678,75.5631215029839,Heading,2023-10-03,2024-07-30,14.0,8.7,20.9,0.7,73,1016.3,12.8,94,14.799999999999999,1189.3000000000002
2024-04-06,186,0.644709466866872,0.6099094668668721,0.679509466866872,0.7067278098098172,0.6570135240955316,0.7564420955241028,70.67278098098171,65.70135240955317,75.64420955241027,Flowering,2023-10-03,2024-07-30,17.2,11.6,24.4,0.0,56,1016.9,10.2,82,18.0,1207.3000000000002
2024-04-07,187,0.6432151503577924,0.6084151503577924,0.6780151503577925,0.7045930719397034,0.6548787862254177,0.7543073576539893,70.45930719397035,65.48787862254177,75.43073576539892,Flowering,2023-10-03,2024-07-30,17.0,12.1,22.2,0.0,58,1017.0,10.7,92,17.15,1224.4500000000003
2024-04-08,188,0.6421943603103432,0.6073943603103431,0.6769943603103432,0.7031348004433474,0.6534205147290616,0.7528490861576331,70.31348004433474,65.34205147290616,75.28490861576331,Flowering,2023-10-03,2024-07-30,18.9,11.9,25.9,0.0,53,1011.2,7.3,61,18.9,1243.3500000000004
2024-04-09,189,0.642355371449783,0.607555371449783,0.6771553714497831,0.7033648163568329,0.6536505306425472,0.7530791020711187,70.33648163568328,65.36505306425472,75.30791020711187,Flowering,2023-10-03,2024-07-30,12.4,7.3,16.7,2.0,68,1013.0,16.8,94,12.0,1255.3500000000004
2024-04-10,190,0.6432570775270593,0.6084570775270592,0.6780570775270593,0.704652967895799,0.6549386821815132,0.7543672536100848,70.4652967895799,65.49386821815132,75.43672536100848,Flowering,2023-10-03,2024-07-30,8.6,6.1,11.9,0.0,67,1028.3,9.2,93,9.0,1264.3500000000004
2024-04-11,191,0.6445199595117723,0.6097199595117724,0.6793199595117723,0.7064570850168176,0.656742799302532,0.7561713707311033,70.64570850168175,65.67427993025319,75.61713707311033,Flowering,2023-10-03,2024-07-30,10.0,3.3,16.1,0.0,69,1033.4,4.1,29,9.700000000000001,1274.0500000000004
2024-04-12,192,0.6460139876037769,0.611213987603777,0.6808139876037769,0.7085914108625385,0.6588771251482528,0.7583056965768241,70.85914108625386,65.88771251482528,75.83056965768242,Flowering,2023-10-03,2024-07-30,12.4,5.1,18.9,0.0,66,1032.5,7.2,55,12.0,1286.0500000000004
2024-04-13,193,0.6477031637855075,0.6129031637855076,0.6825031637855075,0.7110045196935821,0.6612902339792965,0.7607188054078678,71.10045196935822,66.12902339792966,76.07188054078678,Flowering,2023-10-03,2024-07-30,14.5,7.6,21.7,0.0,71,1027.6,7.0,89,14.649999999999999,1300.7000000000005
2024-04-14,194,0.6495716211416644,0.6147716211416645,0.6843716211416644,0.7136737444880921,0.6639594587738065,0.7633880302023777,71.3673744488092,66.39594587738064,76.33880302023776,Flowering,2023-10-03,2024-07-30,16.3,12.7,21.1,0.0,65,1020.6,13.4,93,16.9,1317.6000000000006
